ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000617390906,DDR190314000501592533,29473680891,HH,Household,U,RD06,,21 Percentage Exist Way,,,Proxy Hamlet,JE8 4AM,-78.711326,62.210052,W40841515,N55426568,E50662317,N77442522,E20650819,4,5,HH_LF2R1E,,,
DDR190314000629427501,DDR190314000766382316,69536643440,HH,Household,U,RD02,,535 Salary Seafood Street,,,Garmin Hamlet,GD3 4OB,101.740296,-154.615500,W62172153,N27538598,W73218248,N54354104,N79186124,4,5,HH_LF2R1E,,,
DDR190314000594730149,DDR190314000479064017,85267837567,HH,Household,U,RD03,,670 Tramadol Weekly Street,,,Webcams City,YV6 4ZH,-58.952568,57.824144,E86842000,N54794277,W52234977,W67694234,W34966370,1,3,HH_LF2R1E,,,
DDR190314000132961748,DDR190314000953695028,86358940989,HH,Household,U,RD03,,155 Coupon Jewish Street,,,Falls City,LT1 3XP,-55.705545,-62.768065,N98007365,N78357990,W50158359,E51028505,N65469977,2,5,HH_LF2R1E,,,
DDR190314000679020066,DDR190314000484717749,49311182810,HH,Household,U,RD02,,238 Cakes Smell Street,,,Trinity City,AZ7 9ZK,-108.273052,88.58588,W24562264,N38713104,N50515367,W44609512,N42088873,2,1,HH_LF2R1E,,,
DDR190314000942818556,DDR190314000211898094,26910330012,HH,Household,U,RD05,,745 Crimes Takes Passage,,,Mediawiki City,PP7 5QR,122.38075,43.883507,N40776301,W18437689,N93275673,N96901757,N58138648,4,5,HH_LF2R1E,,,
DDR190314000993636836,DDR190314000435624909,75619417866,HH,Household,U,RD04,,905 Daddy Mercedes Passage,,,Employed Town,ZL4 4FI,-167.802915,141.935570,E60664809,N97680657,N76076195,W78723998,E29665290,4,1,HH_LF2R1E,,,
DDR190314000826203694,DDR190314000487441829,11263609923,HH,Household,U,RD02,,825 Considers Kent Lane,,,Blogs Hamlet,OU7 5MX,71.965479,48.393780,W86838221,W37386522,W32699715,E98981414,W69179431,4,2,HH_LF2R1E,,,
DDR190314000476272468,DDR190314000451898282,20936345787,HH,Household,U,RD03,,415 Rebel Southern Passage,,,Suffered Hamlet,EL9 6GI,-144.186416,93.45944,N66429998,E22412920,E66751136,N47944296,N49534246,3,5,HH_LF2R1E,,,
DDR190314000658546642,DDR190314000761515998,18626720742,HH,Household,U,RD02,,447 Drilling Circus Alley,,,Trade Village,PX5 1VW,11.709194,16.118424,N58660656,N54425202,N42526034,E32967764,N35448448,1,1,HH_LF2R1E,,,
DDR190314000573447049,DDR190314000945174969,22236476187,HH,Household,U,RD05,,656 Excerpt Committee Avenue,,,Cultural Hamlet,XO9 5BU,-69.887839,52.309234,E76321954,N33326552,E21858056,N52775559,N98586945,4,2,HH_LF2R1E,,,
DDR190314000871292790,DDR190314000420736835,54340890167,HH,Household,U,RD04,,874 Motivation Screensaver Road,,,Colorado Hamlet,UU1 2WS,-62.311666,161.871868,N91130542,W97794117,E88645619,N64173494,W86109466,1,2,HH_LF2R1E,,,
DDR190314000383521447,DDR190314000119620125,98955393853,HH,Household,U,RD06,,210 Bubble Hungry Way,,,Season Village,RG6 9ZB,100.853514,-140.62536,W25903954,W29895217,E28958425,N57647654,N84731027,3,2,HH_LF2R1E,,,
DDR190314000551047855,DDR190314000378303360,53523770406,HH,Household,U,RD03,,288 Edinburgh Sherman Road,,,Goal Village,XS8 7BW,144.983188,-53.527786,N24466880,W77721082,N91437487,W50311049,E14257914,1,1,HH_LF2R1E,,,
DDR190314000317395763,DDR190314000875907961,94900572645,HH,Household,U,RD03,,57 Utility Upon Road,,,Delay Village,XV8 9DI,-142.173751,112.429701,E48710892,E85749371,N23159718,W21581751,N63945719,3,3,HH_LF2R1E,,,
DDR190314000768493043,DDR190314000210794313,46279098235,HH,Household,U,RD04,,895 Stereo Emails Passage,,,Inspector Town,HN2 4CE,-118.190319,-13.196020,E65608265,W38488775,E34209510,W32200508,W71302448,5,1,HH_LF2R1E,,,
DDR190314000315575263,DDR190314000538113761,95113890131,HH,Household,U,RD03,,294 Reminder Zoom Lane,,,Tomorrow Town,BH2 7XD,116.681312,79.173197,W93308239,N92716599,W93998946,E16291773,W23544493,5,3,HH_LF2R1E,,,
DDR190314000234049968,DDR190314000333965528,16484198791,HH,Household,U,RD05,,209 Clusters Friendly Road,,,Confirmed Town,AP4 2YI,11.884904,146.131145,N36504817,N89286144,N66364125,E83922847,E73344436,5,2,HH_LF2R1E,,,
DDR190314000220990634,DDR190314000778311171,39755384352,HH,Household,U,RD06,,231 Intimate Instruction Passage,,,Symposium City,IY5 7XZ,-116.979091,72.347516,W94301021,N11950223,E93427477,E58470405,W33386294,3,3,HH_LF2R1E,,,
DDR190314000579534967,DDR190314000583539855,33501290658,HH,Household,U,RD03,,47 Newfoundland Latinas Passage,,,Vegas Town,ZM1 2GW,-152.931944,94.223391,E30445133,E80731686,N45675271,E52342091,E10672887,1,2,HH_LF2R1E,,,
DDR190314000767657569,DDR190314000846708219,10537868065,HH,Household,U,RD06,,306 Twenty Reproduced Alley,,,Attempt Hamlet,UV9 9ZX,101.656764,-111.826588,N30099219,W16518931,N12749587,W51931204,E97545438,3,3,HH_LF2R1E,,,
DDR190314000615511353,DDR190314000743701608,70414004568,HH,Household,U,RD03,,509 Mesh Percentage Avenue,,,Polo Town,SE9 5DI,32.551258,138.987367,N16580780,W59678682,W25656395,N65382203,N64731163,3,1,HH_LF2R1E,,,
DDR190314000860420017,DDR190314000907202164,41660869086,HH,Household,U,RD02,,216 Replies Killed Road,,,Compared Town,NU1 9UA,30.894234,17.472767,E81412430,E82504833,W46344308,W66185154,W42938655,2,1,HH_LF2R1E,,,
DDR190314000985054745,DDR190314000975570863,65085586661,HH,Household,U,RD04,,868 Heater Handles Avenue,,,Hungary Village,PZ1 5ON,123.216681,-37.735042,W34857243,N49955879,N18255029,W31728301,E57411762,4,1,HH_LF2R1E,,,
DDR190314000988520387,DDR190314000105929199,53539910735,HH,Household,U,RD06,,560 Licensed Egypt Street,,,Letter Town,EA7 8EF,-42.847174,130.345742,W51288792,E42948781,W44902399,W50260264,W68544870,2,1,HH_LF2R1E,,,
DDR190314000111203555,DDR190314000817305146,18580010432,HH,Household,U,RD06,,457 Cooking Municipal Passage,,,Framing Hamlet,LS5 4TH,-26.278794,2.369079,N30755336,E25879719,W20356883,W87017854,W11898135,3,5,HH_LF2R1E,,,
DDR190314000413173780,DDR190314000340463251,56743483161,HH,Household,U,RD04,,638 Bangkok Tags Alley,,,Terror Village,WC7 3IJ,-171.628209,-71.163612,W51745881,W61083625,N82434353,E26920173,N39073156,3,5,HH_LF2R1E,,,
DDR190314000505785284,DDR190314000964208964,88233040368,HH,Household,U,RD06,,798 Licence Range Street,,,Thunder Hamlet,EG5 5CM,-60.621822,-86.944941,N43418494,W36337041,W24161712,E94546153,W68637378,2,1,HH_LF2R1E,,,
DDR190314000100197635,DDR190314000127350019,76596008236,HH,Household,U,RD02,,402 Tablet Fares Road,,,Salon Town,FQ9 6UJ,14.189508,38.522557,E41347798,W98382020,N45629853,E56604822,E46788975,1,5,HH_LF2R1E,,,
DDR190314000952085285,DDR190314000258802867,91188731700,HH,Household,U,RD05,,245 Decisions Heater Alley,,,Down Town,UG1 5YW,4.684472,-65.882726,E67399048,N24529268,W19037941,N76513440,E44629440,3,3,HH_LF2R1E,,,
DDR190314000622970013,DDR190314000396243910,13694014097,HH,Household,U,RD06,,459 Scripts Jordan Lane,,,Riverside Hamlet,BT5 3AH,135.870155,154.967753,E33490183,E87472805,W43879183,W96923687,N68224576,1,3,HH_LF2R1E,,,
DDR190314000530039495,DDR190314000816386873,87448089076,HH,Household,U,RD05,,556 Friday Burning Lane,,,Assuming City,KC5 2PG,109.613037,74.508269,N99947445,W48978435,W20086480,N50828338,E27883882,1,2,HH_LF2R1E,,,
DDR190314000235950414,DDR190314000526611607,89716809098,HH,Household,U,RD04,,595 Congo Party Lane,,,Switching Town,MC3 7UM,-156.187365,-6.62042,E77534350,E48684443,E42697932,W19639166,E12784791,4,5,HH_LF2R1E,,,
DDR190314000509182168,DDR190314000507896551,37122132575,HH,Household,U,RD05,,403 Strength Korean Road,,,Combining Village,PY3 9XO,-143.662534,151.468038,N23663988,N22243679,N94752069,E91742962,E42017290,2,1,HH_LF2R1E,,,
DDR190314000413874137,DDR190314000199447268,83355642930,HH,Household,U,RD02,,933 Fallen Avenue Road,,,Idle Town,PO7 2UR,34.894825,139.912079,E21959999,W14355813,N36487503,E33509580,N79428052,2,2,HH_LF2R1E,,,
DDR190314000377983294,DDR190314000665452601,21540428399,HH,Household,U,RD02,,951 Bingo Range Lane,,,Alike Hamlet,BO2 3XS,11.641300,-3.300183,N41624418,W27044594,N42421309,E10953782,W75330396,3,2,HH_LF2R1E,,,
DDR190314000302003673,DDR190314000535758381,43568146413,HH,Household,U,RD06,,97 Altered Philips Way,,,Therapeutic City,YB5 5SJ,140.970907,180.741925,N15367101,W31862557,E26748758,E39223575,E53147599,1,4,HH_LF2R1E,,,
DDR190314000525972717,DDR190314000494864687,68570570087,HH,Household,U,RD02,,821 Reload Charge Way,,,Individuals Village,SA2 4HG,-105.752208,96.956588,N95772582,W98794421,W58667433,E34376727,E64088977,5,5,HH_LF2R1E,,,
DDR190314000500316844,DDR190314000238051668,77767170466,HH,Household,U,RD05,,930 Newest Temp Alley,,,Daughters Hamlet,DP1 9CV,70.197405,112.639972,W23248547,E11130815,E65318535,N46317955,W85762793,5,3,HH_LF2R1E,,,
DDR190314000283317452,DDR190314000110643877,99290899049,HH,Household,U,RD03,,838 Instantly Cruz Lane,,,Optical Hamlet,QO3 1LU,46.363365,171.455398,E20297300,E93452129,N53232646,E62943592,W96769733,4,1,HH_LF2R1E,,,
DDR190314000951188127,DDR190314000192973788,28947969249,HH,Household,U,RD02,,856 Wildlife Authorized Road,,,Thursday City,IR6 9RL,-152.477428,-140.369353,N11671783,N12697612,W61407026,E47780003,E83636050,5,4,HH_LF2R1E,,,
DDR190314000401270966,DDR190314000335408037,95270247488,HH,Household,U,RD06,,743 Heater Model Alley,,,Hostels City,XA5 6EY,-90.210702,-8.330020,W11219512,W99274566,E16000116,W11219476,W79773192,1,3,HH_LF2R1E,,,
DDR190314000405493684,DDR190314000632523756,25158572943,HH,Household,U,RD03,,480 Quickly Fund Street,,,Brunswick Village,ZH4 7EZ,161.972779,-147.763526,E64447890,E85631283,E74248377,N32179776,W74303205,4,2,HH_LF2R1E,,,
DDR190314000906367202,DDR190314000298865922,10582696609,HH,Household,U,RD03,,971 Essentially Uzbekistan Alley,,,Month City,JJ1 1PJ,56.686412,77.170278,W75652611,E18428629,W38120808,E25416898,N36304448,1,1,HH_LF2R1E,,,
DDR190314000271156356,DDR190314000712910073,40534410824,HH,Household,U,RD05,,222 Nipples Disability Avenue,,,Journalists Village,SI7 6XN,79.230264,125.869682,W16416326,E96642835,E31752379,N35762605,W65316220,5,4,HH_LF2R1E,,,
DDR190314000380137078,DDR190314000748259434,61240954928,HH,Household,U,RD06,,777 Mesh Seasons Road,,,Chicks Village,YH6 6AV,84.890658,61.836895,N16662306,W39949346,W82903773,E39024261,W92217194,2,2,HH_LF2R1E,,,
DDR190314000956412543,DDR190314000680277040,78605708312,HH,Household,U,RD04,,348 Distinct Adams Street,,,Bristol Hamlet,GY5 5NK,178.874605,170.847161,E32140064,E35031497,N54545564,N54485771,N25823589,5,1,HH_LF2R1E,,,
DDR190314000498101572,DDR190314000943561032,69717708308,HH,Household,U,RD03,,859 Leave Dozens Way,,,Occupational City,PJ5 7TS,176.897479,-10.280234,W37390604,W66166161,W11148963,W63565829,E29362488,4,4,HH_LF2R1E,,,
DDR190314000713370423,DDR190314000894794443,49899791264,HH,Household,U,RD04,,742 Knowledgestorm Carries Alley,,,Investigated Hamlet,NW9 8MB,-94.144161,-109.920323,N58907661,E57789322,N83148493,N40594854,E69050218,4,1,HH_LF2R1E,,,
DDR190314000171281657,DDR190314000793299073,84256951103,HH,Household,U,RD05,,439 Determine Faces Road,,,Rebecca Town,BG3 7CF,-78.450084,-118.939287,W85364590,N42735526,N52646365,N23113371,N72037064,3,1,HH_LF2R1E,,,
DDR190314000661759108,DDR190314000344986584,30683431598,HH,Household,U,RD03,,493 Minister Chem Passage,,,Vulnerability Town,ZY3 5JR,-89.603037,14.437431,E55622596,W96386709,E57962033,W41467906,E53993748,1,2,HH_LF2R1E,,,
DDR190314000546239542,DDR190314000847641611,56784993258,HH,Household,U,RD04,,295 Gods Speaks Avenue,,,Spaces Town,WS4 4TE,168.874160,111.581087,N85934333,W29778745,E81895670,N51619312,E42602488,5,5,HH_LF2R1E,,,
DDR190314000578303306,DDR190314000892860626,13824151975,HH,Household,U,RD03,,749 Hardcover Pine Avenue,,,Albania Hamlet,BV6 4YF,167.917266,126.973415,E10979755,N78056238,W88381362,N53607846,N87821693,5,2,HH_LF2R1E,,,
DDR190314000413566155,DDR190314000349283382,71543366088,HH,Household,U,RD06,,656 Ball Refined Street,,,Bomb Town,RG3 7IN,-103.124535,-90.622372,N72192300,W48593651,E89099388,W68266394,E30576115,5,3,HH_LF2R1E,,,
DDR190314000318002163,DDR190314000772030764,17627131484,HH,Household,U,RD03,,898 Tech Incomplete Avenue,,,Recreation Town,IG3 5HY,-93.543103,-8.880912,E62141557,W60501164,N96812998,W14472969,N20352566,2,3,HH_LF2R1E,,,
DDR190314000555922656,DDR190314000487471989,48360099170,HH,Household,U,RD04,,654 Collaborative Concerned Passage,,,Transparency Town,LZ5 2DH,179.103651,-13.118954,W56259966,W30971732,N52877371,W94543066,N38448881,4,3,HH_LF2R1E,,,
DDR190314000408407145,DDR190314000727387693,51397270408,HH,Household,U,RD06,,682 Workers Sponsor Alley,,,Amendment City,VM2 3OH,18.240354,-56.215748,E46516932,E64238856,N11129489,E42591598,W93368033,2,3,HH_LF2R1E,,,
DDR190314000631005676,DDR190314000841921436,27416172741,HH,Household,U,RD04,,778 Admin Acknowledged Alley,,,Resort Hamlet,UZ1 6WI,56.692772,-168.873010,E23030833,N12170363,E30467413,E42217302,N87339166,5,4,HH_LF2R1E,,,
DDR190314000499858032,DDR190314000603583816,22600043748,HH,Household,U,RD02,,788 Document Producers Passage,,,Counters City,QI2 3EQ,-89.924398,-112.789404,E93793479,W62883395,N95086043,N67441405,W55742686,3,3,HH_LF2R1E,,,
DDR190314000715771851,DDR190314000373139069,13171626474,HH,Household,U,RD04,,838 Similarly Steam Street,,,Testament City,HR6 3WC,-25.261982,-5.143590,E15974683,N96696025,W87056841,W76488973,N66936528,5,1,HH_LF2R1E,,,
DDR190314000577615387,DDR190314000660366187,82064263128,HH,Household,U,RD02,,23 Prompt Earlier Passage,,,Media City,OF5 1XT,-26.132871,-11.38097,E79802906,W73191571,N64588101,W55059087,E78377766,4,5,HH_LF2R1E,,,
DDR190314000856799366,DDR190314000159850081,23623909713,HH,Household,U,RD06,,482 Subsection Scanner Road,,,Collins City,QZ2 4LA,-56.40703,170.453204,W55343598,E20619813,E84037923,E12422522,W29534448,2,2,HH_LF2R1E,,,
DDR190314000922581059,DDR190314000392385818,54012130072,HH,Household,U,RD03,,945 Pointer Dover Street,,,Helping Town,DS8 4KG,-52.338507,126.733105,N93208251,N93013764,N29872698,W10306401,E36428336,4,2,HH_LF2R1E,,,
DDR190314000804459314,DDR190314000165470295,91139899170,HH,Household,U,RD05,,551 Harris Occurs Street,,,Detector Hamlet,KY2 1IX,-8.397156,134.713683,N87628274,N25720346,E76385809,E34543617,W49922220,2,2,HH_LF2R1E,,,
DDR190314000937674033,DDR190314000801766661,66374013543,HH,Household,U,RD04,,44 Landing Voyuer Lane,,,Insured City,SC3 6FP,38.718152,-140.996205,N68066419,E65579710,E21820633,N45898785,W40947793,4,3,HH_LF2R1E,,,
DDR190314000411628325,DDR190314000457341682,19898700716,HH,Household,U,RD02,,758 Reduces Calculators Street,,,Surf Village,RI2 4KQ,-33.313339,-130.446189,E37921852,E53210591,N54794520,W19596632,E46076463,4,2,HH_LF2R1E,,,
DDR190314000541299983,DDR190314000362841409,57694891588,HH,Household,U,RD06,,559 Fate Vibrator Way,,,Closest Village,RL6 1XY,-37.28413,-157.815569,N22511163,W52788928,W98637542,W68445764,E95725811,4,2,HH_LF2R1E,,,
DDR190314000277717141,DDR190314000576388132,78466374000,HH,Household,U,RD03,,228 Solaris Father Way,,,Fundamentals Hamlet,WN4 4IV,-173.310112,-137.758268,E59917657,E19431674,W82648363,N15975723,W64773663,5,5,HH_LF2R1E,,,
DDR190314000823273413,DDR190314000225532381,21368897988,HH,Household,U,RD02,,983 Burns Feet Road,,,Ghana Town,DN8 2PA,-120.213009,-97.20416,N29924904,N69879735,E63221114,N53975641,E70172681,5,5,HH_LF2R1E,,,
DDR190314000125998395,DDR190314000225079099,45032230699,HH,Household,U,RD03,,89 Hearts Suggest Alley,,,Delegation Hamlet,JU8 7OD,3.150396,156.846307,E27107014,N50833059,N83490446,W44858280,N36610160,5,4,HH_LF2R1E,,,
DDR190314000532620697,DDR190314000500221646,48148448585,HH,Household,U,RD06,,341 Platforms Aged Street,,,Utilize Village,GM4 6SZ,-33.6760,-154.626116,E78388893,W11014545,E94222130,W34213571,W50867205,2,5,HH_LF2R1E,,,
DDR190314000806678368,DDR190314000277201778,64197671147,HH,Household,U,RD05,,850 Aggregate Noted Road,,,Blend Town,YN6 1ON,-5.651410,153.922693,W82061454,N34213200,N22609704,N65140863,N21796214,2,4,HH_LF2R1E,,,
DDR190314000870263602,DDR190314000770793410,33352316202,HH,Household,U,RD04,,893 Prepaid Viking Alley,,,Amateur Town,YT1 9UH,-137.830443,-35.930703,W68989486,E39394608,E77777645,N70831156,E65358299,1,5,HH_LF2R1E,,,
DDR190314000245203133,DDR190314000742836918,73649873620,HH,Household,U,RD02,,384 Baby Ideal Alley,,,Needle Town,VE8 8MC,26.82142,-121.642278,N36846674,W42812047,N79603525,W14481719,W65240306,4,1,HH_LF2R1E,,,
DDR190314000105324774,DDR190314000730019084,64504972886,HH,Household,U,RD06,,515 Watching Mines Road,,,Detect Hamlet,JZ3 4PJ,-125.790689,-16.300041,E79779162,W93420106,W78363092,N92466419,N12701134,5,5,HH_LF2R1E,,,
DDR190314000718860603,DDR190314000900505158,87319234803,HH,Household,U,RD03,,264 Contributed Needed Way,,,Edit Hamlet,KD5 8BO,-4.822740,41.220603,W52729615,N19458334,W38941108,N77650109,W36153762,5,2,HH_LF2R1E,,,
DDR190314000279543629,DDR190314000426814673,85158428536,HH,Household,U,RD06,,723 Lambda Sapphire Avenue,,,Oldest Village,LP1 4AZ,-90.985235,-20.997576,E76064440,W73120642,W77112793,W15174119,W55235227,4,1,HH_LF2R1E,,,
DDR190314000396369601,DDR190314000254681603,43526430833,HH,Household,U,RD04,,78 Evans Lighter Passage,,,Coming Village,TQ6 9TS,46.829292,-142.884946,E75460318,E29507975,W93365586,E89406847,N12519118,4,2,HH_LF2R1E,,,
DDR190314000460413750,DDR190314000457821941,17099125062,HH,Household,U,RD03,,347 Highland Pair Road,,,Brief Village,IO8 2OQ,81.776374,2.401494,N29732578,E48840601,E45135836,W12717317,E58998572,2,2,HH_LF2R1E,,,
DDR190314000871584790,DDR190314000866447605,28949025485,HH,Household,U,RD02,,363 Recommendation Hurt Alley,,,Brad Hamlet,NL1 2VY,113.598356,-172.199442,E86270431,W22461145,N14373176,N22427843,N99249369,2,1,HH_LF2R1E,,,
DDR190314000405341449,DDR190314000931711974,59880504517,HH,Household,U,RD04,,578 Champions Dietary Way,,,Actual Village,NI2 7MK,-106.833905,-65.780803,N95772180,W14627979,W74806878,W22994683,E33823491,5,2,HH_LF2R1E,,,
DDR190314000819017953,DDR190314000824117618,89614049086,HH,Household,U,RD03,,663 Marijuana Celebration Passage,,,Hypothetical City,ZW1 1WC,-83.932164,-119.56455,N19350415,E63697229,N79510973,N58050236,W82973379,2,5,HH_LF2R1E,,,
DDR190314000164440041,DDR190314000298814443,40462952207,HH,Household,U,RD02,,103 Japan Signal Passage,,,Kelkoo City,SQ4 2YL,-139.723918,-120.395366,E46177299,E42472637,E34742493,E58067712,E90604801,1,5,HH_LF2R1E,,,
DDR190314000144884282,DDR190314000481134786,29000889434,HH,Household,U,RD05,,531 Pound King Way,,,Queen Town,FK5 1JI,172.983519,138.846389,W10899507,N83374352,E73387549,E32328146,W93497127,1,4,HH_LF2R1E,,,
DDR190314000812629801,DDR190314000128464059,34948916617,HH,Household,U,RD05,,349 Variable Mambo Lane,,,Swing Hamlet,AJ8 6RU,146.295203,-179.16892,W12739054,E86439807,W15293503,E63537186,E56019486,3,2,HH_LF2R1E,,,
DDR190314000527600772,DDR190314000529781029,79350650946,HH,Household,U,RD05,,801 Mark Baltimore Alley,,,Lung Village,RM3 7HH,97.477131,66.736537,W21770826,N84741499,N76990327,W45136939,W43984120,2,3,HH_LF2R1E,,,
DDR190314000886250467,DDR190314000561642644,74120198848,HH,Household,U,RD04,,339 Griffin Closest Road,,,Swiss Village,RY8 8WY,-28.662982,160.873496,E54677986,W70916222,E98162247,W41358377,E55393782,2,3,HH_LF2R1E,,,
DDR190314000732103808,DDR190314000296319789,34227154840,HH,Household,U,RD02,,786 Mediterranean Singles Passage,,,Test City,AW6 4DT,43.228316,69.494856,E40136044,E91668080,W38595472,E30552424,W87110874,2,3,HH_LF2R1E,,,
DDR190314000678795779,DDR190314000197977991,94946821192,HH,Household,U,RD04,,302 Truly Harry Lane,,,Head City,OQ8 1CU,-79.563660,38.920730,E66318779,E79827210,E80789671,E60387684,N32842397,4,4,HH_LF2R1E,,,
DDR190314000275630692,DDR190314000883350603,85354468292,HH,Household,U,RD05,,945 Degrees Sunshine Passage,,,Possible Hamlet,BX4 3UR,46.845083,-5.412323,E30452560,E31780633,N78336942,N33550132,E19423451,3,4,HH_LF2R1E,,,
DDR190314000715324305,DDR190314000414495249,34771281202,HH,Household,U,RD04,,689 Billing Country Lane,,,Defensive Hamlet,AD9 7AB,-53.473310,-118.318269,N16223075,E73322698,W41819802,N91802044,N60078497,2,2,HH_LF2R1E,,,
DDR190314000833536983,DDR190314000623358597,23464040290,HH,Household,U,RD06,,728 Pixel Pass Passage,,,Font City,ZQ9 7RN,29.674521,-107.567433,E56271697,E92072636,E23525474,N56675018,N51464387,3,2,HH_LF2R1E,,,
DDR190314000855075990,DDR190314000150558648,95978425336,HH,Household,U,RD06,,665 Notification Shirts Alley,,,Scope Hamlet,MK1 3RT,-96.983558,-109.956234,W84792216,N82855972,W44013052,E92373783,N21512867,1,3,HH_LF2R1E,,,
DDR190314000597345902,DDR190314000824212351,42069622962,HH,Household,U,RD06,,295 Adjust Licensing Street,,,Accepting Town,LF8 5GY,141.236931,-20.554896,N47950135,W46849821,N53001198,N49031502,W10211155,2,4,HH_LF2R1E,,,
DDR190314000346968713,DDR190314000711607495,99307206821,HH,Household,U,RD06,,957 Accuracy Pens Passage,,,England City,NT1 8QD,-166.110730,-44.23267,N67853379,E69267697,N32938541,N36243812,W83779667,5,5,HH_LF2R1E,,,
DDR190314000551986270,DDR190314000582711672,23790924614,HH,Household,U,RD04,,546 Achieving Jordan Way,,,Expressions Village,DU7 4EP,-105.530562,-23.75367,W91972609,W99811007,W66344406,W31985219,W96242652,5,1,HH_LF2R1E,,,
DDR190314000798804565,DDR190314000906726334,12396202738,HH,Household,U,RD02,,433 Carries Arrive Alley,,,Idle Hamlet,NH2 7EL,27.77435,-24.370902,W42221133,N48527148,W41178057,N36714878,N53788823,3,3,HH_LF2R1E,,,
DDR190314000179641700,DDR190314000243051829,33056197603,HH,Household,U,RD02,,815 Dover Organisations Alley,,,Fault City,OW8 1UB,125.598974,-6.263371,N66309365,N70724251,N57103562,N95503715,E87929771,2,3,HH_LF2R1E,,,
DDR190314000890829682,DDR190314000145174717,94138560144,HH,Household,U,RD04,,597 Sort Pantyhose Alley,,,Cons Town,HJ9 3XD,102.409461,27.249987,E98103229,N16553948,E64715296,N61099708,W73565758,3,4,HH_LF2R1E,,,
DDR190314000494866909,DDR190314000520738630,79498532524,HH,Household,U,RD05,,182 Notifications Trades Way,,,Agreed City,UD8 4JU,95.584399,107.426022,W21392003,N19890691,E92845643,E80113702,W30408401,2,3,HH_LF2R1E,,,
DDR190314000333416584,DDR190314000134350800,40829458974,HH,Household,U,RD03,,561 Venture Bathrooms Alley,,,Influenced Hamlet,CR9 1AE,157.374333,116.219013,W72687652,E20101861,E87043206,W91615995,E45778700,1,4,HH_LF2R1E,,,
DDR190314000339254763,DDR190314000282121532,17894958685,HH,Household,U,RD06,,827 Butterfly Burning Lane,,,Accommodate Hamlet,ZJ6 8DW,141.72709,-122.16345,W19122598,W96513920,E89361063,N76699082,W78228202,5,2,HH_LF2R1E,,,
DDR190314000867858708,DDR190314000638548219,74717740457,HH,Household,U,RD03,,342 Privilege Battery Road,,,Actor Hamlet,HV3 3DV,93.950438,25.411082,E44629078,N28085162,N98358821,W92654291,E43354621,4,5,HH_LF2R1E,,,
DDR190314000129867004,DDR190314000204077235,30703637238,HH,Household,U,RD03,,442 Questionnaire Norfolk Passage,,,Truth Town,PH1 7RK,-90.333395,-165.585062,W59751013,W91868265,N28488062,N75124844,E98166852,2,5,HH_LF2R1E,,,
DDR190314000191069381,DDR190314000459378141,42557195474,HH,Household,U,RD05,,765 Factory Recognize Avenue,,,Dynamic City,WP2 1AB,60.381757,7.191390,W14981696,E17892686,E40941666,N89570110,N84028867,4,4,HH_LF2R1E,,,
DDR190314000768385431,DDR190314000660175333,38746251112,HH,Household,U,RD05,,922 Translated Security Road,,,Focused Town,JX8 5SJ,78.488505,-128.842630,E95129300,N17976987,E90845321,W98256985,N74278441,5,5,HH_LF2R1E,,,
DDR190314000507090597,DDR190314000585902244,43120833211,HH,Household,U,RD05,,459 Overseas Disposition Avenue,,,Metal City,CZ7 9TS,4.52035,137.229523,W85276644,W51928076,E16713442,E52171852,W65560400,3,3,HH_LF2R1E,,,
DDR190314000196925460,DDR190314000319858835,85528736513,HH,Household,U,RD04,,930 Builds Whilst Way,,,Tuner Town,CB1 7LG,-133.769126,139.220971,N89334752,N30149254,E99612693,N34347252,N57571721,2,4,HH_LF2R1E,,,
DDR190314000322195896,DDR190314000237700277,89643919886,HH,Household,U,RD03,,481 Warren Testament Alley,,,Brazil Hamlet,ZW5 2AF,-11.824183,-81.186728,E10053197,E84429377,E84069657,N86912247,W71599114,1,4,HH_LF2R1E,,,
DDR190314000866261387,DDR190314000129287406,37531177052,HH,Household,U,RD04,,421 Massachusetts Campaign Lane,,,Mills Hamlet,DY6 2KE,56.761996,104.410052,W42604959,N59171875,N13535312,E27925860,E40062919,1,1,HH_LF2R1E,,,
DDR190314000668327804,DDR190314000166359503,70969494635,HH,Household,U,RD03,,828 Toolkit Breast Passage,,,Odds Village,WC7 8LT,58.211439,-144.244313,E94611449,N34806885,N16314327,E74361007,W24448779,5,3,HH_LF2R1E,,,
DDR190314000808972135,DDR190314000208833533,21242962750,HH,Household,U,RD05,,746 Solved Herald Avenue,,,Explosion Village,AT1 6QG,-168.177772,16.798300,E15954997,W75414900,N96199581,W21757671,W45372094,1,4,HH_LF2R1E,,,
DDR190314000401974315,DDR190314000871886637,28513072635,HH,Household,U,RD02,,155 Administrator Arranged Road,,,Application City,MU7 6FE,-149.920222,-149.933380,N53518452,E96148577,W25782382,E75624788,W94486869,5,1,HH_LF2R1E,,,
