UPRN,ESTAB_UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY,CE_SECURE,PRINT_BATCH
89113948176,19856685013,HH,Household,U,RD02,,316 Greasily Embargo Avenue,,,Late Hamlet,CD6 4CN,-121.5875,39.5008,W13543156,W76540954,W86752438,W64545777,W88753482,5,1,HH_QFNR1W,,,0,0,84
80802245522,64381241616,HH,Household,U,RD06,,711 Siamese Overprice Avenue,,,Judgingly Village,BI9 2XE,132.4857,70.4798,W46314185,W12485374,W20391826,W61018443,W83304080,3,1,HH_QFNR1W,,,0,0,94
99149636692,44276680618,HH,Household,U,RD05,,773 Dedicator Choosy Alley,,,Amid Village,WS3 3MH,75.1130,-10.2345,W72253212,W57179054,W30784195,W41682743,W51248891,1,3,HH_QFNR1W,,,0,0,30
51715369952,42251864938,HH,Household,U,RD06,,132 Goldsmith Reveler Alley,,,Earplugs Village,VW9 9OL,38.5234,-71.7142,W80407460,W59262922,W37425943,W84050374,W33532584,4,4,HH_QFNR1W,,,0,0,40
35347538503,16267784454,HH,Household,U,RD06,,947 Plow Facelift Alley,,,Cofounder Village,YI8 2DF,104.6798,173.6677,W77060398,W74104054,W54816431,W39742477,W68771670,5,2,HH_QFNR1W,,,0,0,52
93422673804,68123474826,HH,Household,U,RD02,,770 Saloon Crier Avenue,,,Opium Village,MM7 5AZ,149.2855,104.6300,W71422277,W23049746,W96543742,W90053327,W82559486,3,5,HH_QFNR1W,,,0,0,86
99095386496,17469572713,HH,Household,U,RD03,,967 Chimp Thermal Street,,,Harmonica City,AZ2 6QA,115.3816,154.9974,W89900783,W40158150,W92728990,W41646340,W55845567,3,4,HH_QFNR1W,,,0,0,62
30878649269,75188639217,HH,Household,U,RD02,,368 Crate Strategic Way,,,Hammock Village,AN1 9GX,-137.1260,-134.8220,W15986368,W86660725,W23139601,W57150748,W23103415,3,3,HH_QFNR1W,,,0,0,71
22854929540,40654947131,HH,Household,U,RD02,,299 Patriot Carrot Street,,,Recapture Hamlet,SZ6 8WV,146.2460,81.6299,W89958459,W24775263,W14552187,W10393820,W31707779,1,2,HH_QFNR1W,,,0,0,22
60375005434,16446511057,HH,Household,U,RD05,,755 Unsalted Rumbling Street,,,Riveter Town,SZ8 3AW,44.7433,173.8949,W63891680,W77642931,W39575181,W59460608,W25808621,1,5,HH_QFNR1W,,,0,0,22
31779493478,62347544899,HH,Household,U,RD03,,484 Blog Extenuate Alley,,,Pretended City,CE6 4AB,-31.1073,53.5278,W78557358,W27599564,W48684952,W42880144,W17906871,2,2,HH_QFNR1W,,,0,0,69
11746833616,65063273137,HH,Household,U,RD05,,667 Backfire Trustee Avenue,,,Renewed Town,QN2 4TR,105.6945,-135.5784,W22993534,W51688514,W27756164,W16217004,W76625172,1,5,HH_QFNR1W,,,0,0,59
54013091639,32122366469,HH,Household,U,RD02,,859 Feminize Clay Lane,,,Parka Hamlet,CL8 8OK,-64.6960,-69.4153,W74286681,W21784003,W63830844,W39564881,W59019063,1,2,HH_QFNR1W,,,0,0,57
88676800325,42644663673,HH,Household,U,RD03,,981 Blunt Bagging Avenue,,,Scouring Town,YD6 1XQ,-67.2839,133.5596,W96346714,W17607788,W34722992,W67181739,W84760596,2,1,HH_QFNR1W,,,0,0,51
95555812240,22289257891,HH,Household,U,RD05,,367 Nuzzle Saffron Way,,,Ridden City,RL9 7EH,73.9637,61.9336,W28127057,W71906820,W49660636,W79995617,W42167205,3,2,HH_QFNR1W,,,0,0,65
77482835437,17461077856,HH,Household,U,RD06,,135 Livable Backpack Street,,,Earshot Hamlet,UU9 5TH,-96.8754,-37.2829,W33046729,W94300061,W76975541,W50575889,W39445764,3,1,HH_QFNR1W,,,0,0,79
14174615107,11798575264,HH,Household,U,RD06,,698 Veal Calculus Avenue,,,Shun Hamlet,IE3 3EZ,-2.2683,-50.6144,W11831166,W11222400,W54697372,W31886297,W96424610,1,1,HH_QFNR1W,,,0,0,49
65777486349,12572573611,HH,Household,U,RD06,,191 Sanctuary Unworn Road,,,Hate Village,GN2 6OL,166.9212,67.8128,W98979970,W27531041,W99127561,W92798332,W22140337,4,2,HH_QFNR1W,,,0,0,17
10658903176,90433368833,HH,Household,U,RD02,,806 Skittle Brussels Passage,,,Slimness Village,VL4 2UW,15.3821,138.3238,W59089698,W93026847,W26873520,W99946874,W67884602,2,4,HH_QFNR1W,,,0,0,60
24627418869,53934436931,HH,Household,U,RD05,,325 Varmint Paced Way,,,Grating Village,LU3 1CW,48.5845,-19.3650,W29329324,W22262084,W93838697,W27474179,W34359394,5,3,HH_QFNR1W,,,0,0,77
31568859929,18083160759,HH,Household,U,RD03,,70 Hangup Launch Street,,,Whoever Village,GP3 5LI,13.5513,46.5912,W90486834,W97268536,W14685429,W39407315,W56976932,2,3,HH_QFNR1W,,,0,0,54
69947514111,92664106489,HH,Household,U,RD04,,437 Snippet Crisply Avenue,,,Imposing Hamlet,AP3 8PO,-103.2633,-165.6967,W35578898,W86746365,W36743164,W61956946,W67584162,3,3,HH_QFNR1W,,,0,0,49
62201830986,97444286605,HH,Household,U,RD04,,202 Matted Envoy Way,,,Femur Village,PG1 9AM,69.7814,-65.2226,W50843420,W50768269,W43881381,W17324934,W72324264,3,4,HH_QFNR1W,,,0,0,49
41142599550,19650368498,HH,Household,U,RD04,,441 Hatchling Blunderer Avenue,,,Powwow Village,OR8 2LB,149.7493,-97.3107,W73842798,W58734732,W26255125,W94295067,W64285747,3,5,HH_QFNR1W,,,0,0,79
46043338067,11969161818,HH,Household,U,RD02,,94 Stellar Glamorous Avenue,,,Kinship Town,OG3 1QO,-172.1820,119.4013,W27694982,W68224469,W40689791,W77798445,W43504697,4,4,HH_QFNR1W,,,0,0,68
92460409934,45971156049,HH,Household,U,RD05,,921 Unrevised Yippee Road,,,Capillary Hamlet,SK7 1UQ,117.8303,-116.2072,W87811269,W84071501,W64631146,W12012114,W96029103,1,4,HH_QFNR1W,,,0,0,72
65213258659,68453794848,HH,Household,U,RD02,,11 Budding Handheld Passage,,,From Hamlet,XR1 3XP,-70.3981,65.8815,W34453918,W35542180,W48663364,W51475898,W34915180,2,3,HH_QFNR1W,,,0,0,2
90888508386,91131436599,HH,Household,U,RD02,,63 Lushly Slate Lane,,,Crispness City,PO8 5TY,85.7082,178.6962,W88437680,W54742078,W10137786,W60631038,W59185214,3,1,HH_QFNR1W,,,0,0,42
23017933750,36986814972,HH,Household,U,RD06,,380 Bruising Valium Alley,,,Visible City,OM5 2AD,84.2886,-36.7499,W90171630,W56730533,W16443679,W98675324,W85195469,1,4,HH_QFNR1W,,,0,0,48
31214403080,60068509213,HH,Household,U,RD03,,555 Dreamily Tweed Street,,,Cognition City,ER9 4HB,-113.3747,-111.2785,W85133931,W78541342,W51145464,W57308945,W54156660,5,3,HH_QFNR1W,,,0,0,24
71903911306,93146303266,HH,Household,U,RD05,,105 Bribe Self Street,,,Outfield Town,OY5 3GH,-130.3917,-175.8970,W85550793,W36038459,W40301960,W80564264,W48518006,4,2,HH_QFNR1W,,,0,0,3
34473999739,49412229409,HH,Household,U,RD05,,945 Affront Guzzler Way,,,Undress Hamlet,YW1 7YD,97.1856,175.5896,W52369388,W83323120,W86725921,W73813430,W86796904,5,1,HH_QFNR1W,,,0,0,89
97221863494,42106397985,HH,Household,U,RD05,,755 Salami Glazing Road,,,Hesitancy City,ZC6 6DW,-40.7183,-37.5644,W44152663,W36163795,W44027621,W61427212,W80576124,4,3,HH_QFNR1W,,,0,0,15
38941691196,34541189167,HH,Household,U,RD04,,620 Monetary Cryptic Alley,,,Hardhat City,ZB2 1OO,148.5283,-18.2957,W71101055,W78434932,W29458906,W97930830,W26919478,3,4,HH_QFNR1W,,,0,0,80
53540793853,76251720715,HH,Household,U,RD04,,962 Dimmed Strode Way,,,Gender Hamlet,FJ5 5BE,103.9601,30.4855,W39917710,W95232355,W67221989,W32268643,W85199676,3,4,HH_QFNR1W,,,0,0,29
40760241514,41602902431,HH,Household,U,RD05,,937 Cupping Thieving Passage,,,Fantasize City,LL7 8PD,-4.3685,40.7868,W22791103,W82302999,W58685928,W16629522,W21403556,1,3,HH_QFNR1W,,,0,0,84
77526171520,26789771213,HH,Household,U,RD02,,401 Dodgy Trusting Alley,,,Durably Hamlet,BM5 2YU,-73.8129,-127.2172,W20217539,W80642250,W22862043,W44118965,W79985048,5,3,HH_QFNR1W,,,0,0,85
53921150699,43683825354,HH,Household,U,RD02,,646 Danger Giggly Passage,,,Cortex City,TT2 8TQ,172.2545,-75.6166,W99021205,W31282012,W64556400,W43727424,W62870090,1,2,HH_QFNR1W,,,0,0,86
23261725768,48955120358,HH,Household,U,RD02,,570 Student Claw Road,,,Carrousel Hamlet,JK7 5YG,68.3324,-37.8577,W51627067,W28481063,W58548865,W82668814,W38109042,2,1,HH_QFNR1W,,,0,0,82
90818722132,58044271424,HH,Household,U,RD05,,268 Rescuer Jogger Street,,,Bloated City,PW1 4CC,33.7401,127.2710,W70456076,W17472746,W54551225,W61373502,W12333750,5,4,HH_QFNR1W,,,0,0,59
36068588426,37298227275,HH,Household,U,RD05,,554 Puppet Argue Passage,,,Cornhusk Town,PV7 1DT,117.2882,80.8403,W55504641,W90410060,W28280323,W78671126,W46519469,1,3,HH_QFNR1W,,,0,0,20
18461627514,40417601511,HH,Household,U,RD04,,249 Silencer Treason Road,,,Flogging Town,QR4 2NZ,168.3320,-172.5165,W70873168,W52114627,W99253470,W33982577,W64190814,2,2,HH_QFNR1W,,,0,0,64
64971386253,18189399834,HH,Household,U,RD02,,263 Conflict Synergy Street,,,Thirsting Village,HW9 3TZ,15.3673,-143.4832,W73732936,W51158630,W52479655,W74133556,W36740313,1,3,HH_QFNR1W,,,0,0,29
40780633038,56153570764,HH,Household,U,RD06,,422 Amiss Kiln Lane,,,Macaw Village,GM8 7ND,2.4304,168.7939,W97454654,W15605177,W17515931,W33216132,W43305672,2,3,HH_QFNR1W,,,0,0,44
72031373791,18139048083,HH,Household,U,RD06,,697 Same Suitor Street,,,Seventeen Town,SQ7 7FF,107.5434,126.5566,W81290639,W17310090,W42197275,W43249960,W25132199,1,1,HH_QFNR1W,,,0,0,45
28950880109,73874841474,HH,Household,U,RD03,,761 Shadily Sasquatch Street,,,Quilt Village,OP2 3UQ,-138.8483,-120.2516,W77268037,W80119745,W98531517,W54760964,W81816053,2,1,HH_QFNR1W,,,0,0,55
60986442545,85370414889,HH,Household,U,RD03,,327 Subfloor Overfull Road,,,Ferris City,IO5 6YX,-61.9020,-97.1163,W17041111,W56995748,W67552330,W81256468,W14958348,3,5,HH_QFNR1W,,,0,0,69
24017742016,38085200902,HH,Household,U,RD03,,375 Magnetic Defense Passage,,,Wimp Village,KU4 3DM,156.3080,50.5078,W40886451,W16793918,W44704507,W75314132,W58099472,3,3,HH_QFNR1W,,,0,0,7
31807603885,42147212578,HH,Household,U,RD03,,668 Skeptic Haphazard Way,,,Crook Town,QD9 3YE,59.6709,87.2115,W54486132,W31671315,W77104800,W79778717,W91501486,3,3,HH_QFNR1W,,,0,0,45
61509446343,81402782653,HH,Household,U,RD03,,371 Theatrics Agreeing Passage,,,Gravel Village,NK6 9ND,-23.2594,59.3620,W59253831,W44246814,W67766733,W84900226,W37681523,5,3,HH_QFNR1W,,,0,0,40
99306847746,22602875165,HH,Household,U,RD02,,544 Rascal Sled Way,,,Override City,AD9 9AV,-19.5289,-41.7247,W59511417,W81008330,W93300572,W92980001,W88079938,3,3,HH_QFNR1W,,,0,0,60
70841969481,31568398807,HH,Household,U,RD05,,225 Backlog Scruffy Passage,,,Compacter Village,OP1 6AU,62.6402,-15.2752,W67727232,W58388080,W94992102,W26910138,W66242507,3,4,HH_QFNR1W,,,0,0,52
67664694096,10340661573,HH,Household,U,RD05,,456 Encroach Recital Alley,,,Bucktooth Village,SJ4 7NO,-95.7825,-9.2197,W76662872,W10699922,W69687923,W61510873,W70460103,1,3,HH_QFNR1W,,,0,0,10
42914747719,62398492134,HH,Household,U,RD03,,275 Rupture Exclaim Avenue,,,Tumble Town,DL4 8SE,-140.8836,113.4428,W41699367,W64786035,W86028024,W46489574,W91682190,1,3,HH_QFNR1W,,,0,0,44
21024229761,26819463231,HH,Household,U,RD02,,23 Borrowing Illicitly Road,,,Reclaim Hamlet,XI4 2QX,-141.6165,-54.8540,W75173343,W58552982,W82026284,W36670648,W68152174,5,1,HH_QFNR1W,,,0,0,4
99699296600,49080055961,HH,Household,U,RD06,,513 Matted Deprive Lane,,,Shone Hamlet,TQ5 1ZN,-34.3070,-26.3950,W26880034,W19915086,W74462851,W77340728,W20020228,1,4,HH_QFNR1W,,,0,0,96
53079657332,71353470789,HH,Household,U,RD03,,732 Shrink Tweak Avenue,,,Omission Village,NB2 5JY,125.1912,93.9525,W37710627,W55160569,W35741649,W63595276,W57480259,4,2,HH_QFNR1W,,,0,0,55
37982563477,23623604912,HH,Household,U,RD06,,835 Sponsor Unrated Avenue,,,Grass Village,GK9 5LG,-66.2679,149.2461,W38139416,W33741725,W11078659,W96665360,W32871661,3,1,HH_QFNR1W,,,0,0,98
84339207454,33338269913,HH,Household,U,RD04,,402 Daycare Porthole Road,,,Arrange City,ZS1 2FI,174.4063,12.2369,W49139610,W16511149,W85582706,W30107818,W44864628,4,2,HH_QFNR1W,,,0,0,69
17039128188,63914655515,HH,Household,U,RD02,,6 Catcher Zebra Road,,,Suitor Village,YP4 4DD,-1.7586,141.6514,W56333148,W91167291,W33013630,W98771546,W39569293,5,5,HH_QFNR1W,,,0,0,79
81926781520,56896673721,HH,Household,U,RD03,,52 Snowiness Happy Way,,,Vessel Hamlet,VH1 6JC,56.6378,159.4741,W48599322,W28177288,W87114365,W96452708,W28741499,4,5,HH_QFNR1W,,,0,0,18
53864552690,71685257986,HH,Household,U,RD04,,708 Startle Size Way,,,Overplant Hamlet,CR2 5JA,158.5638,-46.1479,W46902173,W27112408,W98120575,W78536045,W81930959,1,5,HH_QFNR1W,,,0,0,49
74463963957,23914111187,HH,Household,U,RD02,,573 Cruelly Sandstone Avenue,,,Claim Town,RU5 6UI,174.1813,-91.6457,W98731078,W92071605,W58297134,W31818874,W13320259,5,3,HH_QFNR1W,,,0,0,68
37208943940,38767466055,HH,Household,U,RD03,,866 Animating Dedicate Road,,,Provoke Town,FH8 3QP,131.4775,98.3695,W73078855,W10319159,W93657129,W36967915,W81344298,4,3,HH_QFNR1W,,,0,0,83
99067006398,59319144811,HH,Household,U,RD04,,793 Kitchen Unveiling Passage,,,Gleeful Town,UJ5 3YU,65.4570,-68.5698,W15730628,W73746669,W45389860,W24809414,W10815482,1,2,HH_QFNR1W,,,0,0,46
12166881455,51161688066,HH,Household,U,RD04,,147 Require Submersed Street,,,Gradually Hamlet,AY2 1MP,-127.7216,3.4558,W96804080,W34361041,W50124185,W38235599,W12650804,1,3,HH_QFNR1W,,,0,0,70
24936342537,70057181181,HH,Household,U,RD06,,655 Mortuary Pogo Way,,,Hypnotic Town,LB2 7HW,-174.7153,-78.8519,E53508497,E22272589,E49541619,E84471738,E90771195,5,1,HH_QFNR2E,,,0,0,62
96627838995,96938919055,HH,Household,U,RD03,,706 Crushed Probation Alley,,,Trio Village,YO5 9BV,89.8967,-44.7860,E25571362,E16832190,E22288818,E16858778,E18658059,1,3,HH_QFNR2E,,,0,0,56
98128544191,31969129534,HH,Household,U,RD06,,764 Lark Exceeding Way,,,Repackage Town,DJ5 5ZU,-76.8528,-99.2952,E46215032,E91095563,E96238424,E94169016,E82885945,2,1,HH_QFNR2E,,,0,0,63
83677096754,14167923331,HH,Household,U,RD03,,169 Framing Certify Lane,,,Handbag Town,HB9 1VF,-23.7374,65.5092,E96079431,E17748573,E68034435,E98902344,E17280137,1,2,HH_QFNR2E,,,0,0,56
64782157316,55082747939,HH,Household,U,RD04,,243 Dollop Exhale Passage,,,Exchange Hamlet,EO1 2CF,-36.8130,-65.8843,E13355622,E19080556,E15881180,E90936673,E56383210,5,5,HH_QFNR2E,,,0,0,7
12166917967,50415507864,HH,Household,U,RD02,,591 Dodge Alienate Street,,,Imbecile Hamlet,GT1 9EP,-126.3239,-62.7404,E17987042,E95879050,E61549926,E38160087,E95290854,4,5,HH_QFNR2E,,,0,0,41
45834466407,43410963425,HH,Household,U,RD04,,676 Demystify Undrafted Alley,,,Breach City,RC1 1KB,-141.2195,64.3874,E78492182,E70505418,E94194960,E17280063,E43975707,1,2,HH_QFNR2E,,,0,0,21
27262875532,53692212508,HH,Household,U,RD03,,33 Unlucky Monitor Alley,,,Ladle Hamlet,FM4 2GN,91.8997,-62.1321,E27115497,E69859351,E60341771,E93620604,E38794182,1,4,HH_QFNR2E,,,0,0,70
80382362456,38619735973,HH,Household,U,RD06,,882 Veggie Endless Street,,,Stimulate Village,HU5 9OV,-158.6622,-71.6100,E38215168,E58897013,E88928661,E66199463,E32743198,3,5,HH_QFNR2E,,,0,0,20
17716022790,61440038901,HH,Household,U,RD06,,776 Enviably Domestic Lane,,,Distress City,WG8 5TI,155.2324,143.2812,E68637675,E49274512,E47999757,E88355885,E45283274,3,3,HH_QFNR2E,,,0,0,11
49930458559,48678715995,HH,Household,U,RD03,,195 Thrive Bootleg Avenue,,,Throttle Village,LD3 1YJ,166.5887,11.4556,E22775931,E13071644,E31577413,E38814805,E17761327,4,3,HH_QFNR2E,,,0,0,85
36177283003,31848740644,HH,Household,U,RD02,,442 Daily Finished Passage,,,Overfed Hamlet,RC2 9GH,149.4165,17.1179,E24244650,E67093961,E17193924,E41130322,E16770519,5,5,HH_QFNR2E,,,0,0,3
57286270266,56633039422,HH,Household,U,RD06,,54 Blabber Outgoing Alley,,,Frisk Village,WH5 9II,-8.2392,-63.1402,E34849884,E32708404,E16908474,E98797388,E24558883,1,3,HH_QFNR2E,,,0,0,74
57586547502,59804227906,HH,Household,U,RD05,,91 Anatomist Finer Alley,,,Happily City,QD8 6XZ,-20.1741,157.9439,E97263727,E86130233,E36881652,E62703288,E97626991,4,2,HH_QFNR2E,,,0,0,35
34647636871,54308666323,HH,Household,U,RD05,,505 Crane Frugally Passage,,,Cesarean Hamlet,MG8 8XR,-132.3542,-32.8536,E44525256,E47393455,E70966043,E57748254,E86972822,4,3,HH_QFNR2E,,,0,0,68
71535642080,57963522998,HH,Household,U,RD04,,392 Uncloak Sift Way,,,Gumming Village,PN1 4TK,-98.4350,-5.9607,E14299904,E68313493,E85108597,E76652110,E71968312,4,3,HH_QFNR2E,,,0,0,80
94973913121,81636507941,HH,Household,U,RD06,,981 Legacy Debrief Lane,,,Postal Village,DJ9 5WQ,18.7998,114.4673,E31500096,E46801124,E80957314,E11057067,E46251568,1,3,HH_QFNR2E,,,0,0,9
50759594965,88963516121,HH,Household,U,RD04,,301 Shout Stylus Way,,,Harmony Town,AI3 4JR,121.6091,149.5428,E96920447,E66120951,E28731702,E29389766,E54925595,4,1,HH_QFNR2E,,,0,0,29
84117714196,93213834732,HH,Household,U,RD06,,220 Parakeet Giddiness Road,,,Entity Hamlet,NL3 9NQ,104.2237,-59.8794,E29482097,E23206564,E80932909,E58420734,E33314425,5,2,HH_QFNR2E,,,0,0,56
61555091323,41633153338,HH,Household,U,RD05,,708 Viewer Mural Road,,,Skinning Hamlet,GQ8 8VG,137.8437,-180.8281,E71692288,E18322927,E32968737,E55197373,E23037263,4,3,HH_QFNR2E,,,0,0,34
67788462357,65752124843,HH,Household,U,RD04,,236 Twister Fretful Road,,,Stalemate City,DI6 9KI,58.999,-102.1046,E80627874,E59206088,E51870191,E12670813,E94135035,2,2,HH_QFNR2E,,,0,0,86
21786298287,16350680736,HH,Household,U,RD05,,142 Safely Landlady Passage,,,Unlovable City,PV2 7VI,82.2237,-180.8870,E90378984,E69079831,E51873123,E28641825,E96703155,1,1,HH_QFNR2E,,,0,0,48
67174344132,41291682942,HH,Household,U,RD05,,42 Spoiling Husband Road,,,Stank Hamlet,GA5 8SY,174.8587,164.4303,E73033912,E76227825,E70117115,E90969174,E52319164,2,4,HH_QFNR2E,,,0,0,26
48180296794,27113395745,HH,Household,U,RD02,,153 Pouncing Obtuse Street,,,Kosher Village,ME7 9ZI,138.4871,-157.3238,E17217266,E11375295,E58815059,E35552359,E10392408,4,3,HH_QFNR2E,,,0,0,87
64769150399,10590584176,HH,Household,U,RD05,,103 Retail Left Lane,,,Engraving Hamlet,RM2 5YS,-125.1446,-75.6033,E97267943,E69446622,E11954486,E11298626,E90765989,4,1,HH_QFNR2E,,,0,0,73
27288856414,90456875884,HH,Household,U,RD02,,107 Reiterate Placidly Lane,,,Gladly Town,XD7 9WN,-85.7087,-141.7412,E63184599,E53699684,E99770187,E11070449,E79182438,2,3,HH_QFNR2E,,,0,0,54
50105089707,96471220176,HH,Household,U,RD03,,136 Upwind Confider Alley,,,Unicorn City,SL2 3BK,-126.8602,-36.2812,E49303498,E81445892,E35894178,E50997708,E32436118,2,4,HH_QFNR2E,,,0,0,27
33639608248,89711787585,HH,Household,U,RD05,,806 Triceps Chill Street,,,Depravity Town,VD9 9KA,-92.1890,-41.9351,E93445579,E26827407,E56604960,E27248514,E80963008,4,1,HH_QFNR2E,,,0,0,21
35195916077,83121016799,HH,Household,U,RD06,,523 Griminess Brush Way,,,Revisit Hamlet,GC1 1MN,-175.2116,149.2447,E51244580,E71930788,E99221135,E55250647,E27167862,1,3,HH_QFNR2E,,,0,0,98
54698773709,44768389213,HH,Household,U,RD06,,983 Helium Vacation Passage,,,Backpack City,WO8 6TB,93.6744,78.6238,E47804272,E20923452,E45980826,E65737219,E10139055,2,5,HH_QFNR2E,,,0,0,16
19782968536,35587906065,HH,Household,U,RD04,,447 Monogram Pound Alley,,,Deacon Village,CE9 9WU,-143.6588,6.9522,E16450058,E74231449,E64647089,E43537945,E51607764,5,2,HH_QFNR2E,,,0,0,18
89189254913,19934616575,HH,Household,U,RD05,,565 Flock Pastime Avenue,,,Grumbling City,AN7 7WC,-103.2729,173.2407,E97994106,E42623186,E88608958,E83138856,E73916303,1,2,HH_QFNR2E,,,0,0,60
50346432348,14515974915,HH,Household,U,RD03,,208 Unsorted Carol Way,,,Swagger Village,LP1 1JF,104.3047,-18.1228,E97629707,E78356409,E42489108,E32164235,E43264001,4,3,HH_QFNR2E,,,0,0,50
49390070637,82493237518,HH,Household,U,RD04,,698 Equal Cackle Way,,,Abrasion Hamlet,GC6 1SZ,-116.6871,-35.3208,E37916661,E93548838,E80408088,E67004730,E80233306,1,2,HH_QFNR2E,,,0,0,88
80239007312,31881324058,HH,Household,U,RD06,,124 Courier Boxcar Street,,,Alumni Village,MR6 3YN,35.9973,-149.5566,E22640782,E67362199,E42344424,E78731902,E32791333,3,3,HH_QFNR2E,,,0,0,45
21544987142,26238120082,HH,Household,U,RD03,,369 Hypocrite Uncapped Road,,,Unclip Town,AE2 1DI,101.6945,144.3299,E21827589,E65981538,E80216211,E10671964,E78669815,3,5,HH_QFNR2E,,,0,0,99
13950750967,50981521540,HH,Household,U,RD03,,392 Fiddling Spousal Avenue,,,Slideshow Town,FE9 3CD,114.2461,-35.1743,E70010395,E80087133,E64972947,E51098160,E23598537,4,3,HH_QFNR2E,,,0,0,93
18733484307,38811030408,HH,Household,U,RD04,,196 Luster Epidermis Street,,,Debit City,QL7 3EK,-55.4984,-82.3184,E79403776,E21439206,E54146625,E65521539,E89053579,3,5,HH_QFNR2E,,,0,0,63
18551458400,36563214231,HH,Household,U,RD05,,106 Landed Levitate Way,,,Spur City,NG1 7GG,-131.3209,-6.4488,E10339447,E45146022,E41379068,E91277376,E22995004,1,4,HH_QFNR2E,,,0,0,22
55132269874,65122198377,HH,Household,U,RD02,,28 Sloped Backpack Street,,,Glorify Town,RD1 2AL,50.7240,125.4711,E98732130,E71796973,E21902036,E53266870,E48208484,3,1,HH_QFNR2E,,,0,0,44
36832962454,78314748285,HH,Household,U,RD06,,701 Undress Unclip Alley,,,Fondness City,EE1 7IU,79.2771,21.2936,E23599971,E10411025,E44487019,E25629244,E66248411,2,3,HH_QFNR2E,,,0,0,29
57396996836,44382778248,HH,Household,U,RD05,,433 Lunacy Spry Way,,,Nemeses Village,WP7 3IV,-46.1080,106.1247,E86554968,E56073851,E54348720,E30065592,E20364071,4,4,HH_QFNR2E,,,0,0,83
17528566158,46522373250,HH,Household,U,RD03,,303 Juicy Smartness Road,,,Gutless Village,KJ2 9BT,108.3109,62.3905,E18166227,E80501085,E64519071,E82588939,E27924862,1,5,HH_QFNR2E,,,0,0,53
61668768405,77545781627,HH,Household,U,RD02,,322 Avalanche Applied Passage,,,Runt City,SM4 9ZT,-98.6738,-121.7253,E88945585,E99519368,E43794942,E24730610,E37244009,1,3,HH_QFNR2E,,,0,0,94
77211207127,46559587520,HH,Household,U,RD03,,814 Nautical Overfed Lane,,,Excursion Town,OJ2 8OO,180.6232,-105.3636,E60314237,E93575058,E15253968,E42707251,E18914486,5,4,HH_QFNR2E,,,0,0,70
74181259458,31320259323,HH,Household,U,RD05,,506 Lingo Unjustly Way,,,Cause City,QL5 7QU,-27.7863,-108.2191,E87139342,E67158898,E19229115,E12758897,E52861697,4,4,HH_QFNR2E,,,0,0,87
22266655769,60323861562,HH,Household,U,RD02,,593 Chasing Speak Lane,,,Flounder Town,XK9 7XW,81.2952,82.3886,E48064454,E32443145,E58968710,E29102005,E33714344,5,5,HH_QFNR2E,,,0,0,93
43325338028,19853258307,HH,Household,U,RD06,,348 Ecologist Parachute Street,,,Serotonin Town,EM2 8ZD,124.5232,85.8936,E71733811,E83274657,E85980913,E35303914,E57030465,1,4,HH_QFNR2E,,,0,0,77
18052239629,61400224444,HH,Household,U,RD02,,166 Gummy Landfill Passage,,,Qualifier Town,EB7 3NX,75.3630,-33.4238,E21876647,E37625156,E45384213,E45429098,E55149637,3,2,HH_QFNR2E,,,0,0,53
76598325081,30455815398,HH,Household,U,RD06,,328 Recast Greasily Road,,,Autopilot City,XQ8 6GM,113.7000,-134.2000,E21740818,E96724309,E44029746,E88396222,E30758854,2,5,HH_QFNR2E,,,0,0,52
67575739922,60899477049,HH,Household,U,RD05,,442 Tremor Parole Lane,,,Smooth Town,FM3 6BU,-37.4334,16.3006,E28929271,E59023827,E34003887,E18670464,E92565102,2,4,HH_QFNR2E,,,0,0,86
22109127471,91516182122,HH,Household,U,RD06,,282 Hatred Swimwear Lane,,,Ramp City,QL8 4AQ,-121.1002,108.8095,E10250463,E55757416,E38378432,E91456185,E48227746,3,2,HH_QFNR2E,,,0,0,96
59157213632,12457153650,HH,Household,U,RD05,,589 Boxer Patience Way,,,Nebulizer Town,LP4 5FG,146.1371,160.6821,E89409260,E67473674,E94597414,E35490404,E33963653,4,4,HH_QFNR2E,,,0,0,71
51195616991,87418433132,HH,Household,U,RD06,,983 Pumice Appear Way,,,Bogus Town,DN8 4BV,175.5916,117.6800,E29409600,E15907798,E57185657,E80079261,E30596669,3,2,HH_QFNR2E,,,0,0,43
25204110307,68547318639,HH,Household,U,RD05,,213 Copier Polar Lane,,,Refract City,LK3 4FQ,-145.3494,141.5638,E85408000,E39239118,E28834910,E74421229,E62594907,3,4,HH_QFNR2E,,,0,0,79
62273662378,38302204677,HH,Household,U,RD04,,899 Subway Vixen Road,,,Reapply Village,JB5 2NZ,-137.6197,-44.5012,E88826233,E12603838,E40177890,E11717544,E86018399,1,3,HH_QFNR2E,,,0,0,19
