UPRN,ESTAB_UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY,CE_SECURE,PRINT_BATCH
67530350170,53793596872,HH,Household,U,RD02,,276 Glance Diary Alley,,,Rocking Village,FB9 4GA,-1.1229,91.7767,E37937958,N97784131,E45120160,N42120385,E38311344,5,3,HH_QFNR1W,,,0,0,44
74015390115,99889999404,HH,Household,U,RD06,,829 Exert Encourage Road,,,Either Town,KV4 4WC,133.6011,-115.6592,E69906440,E81383413,N10918759,N74281434,W43271075,2,5,HH_QFNR1W,,,0,0,6
16572704424,65255136620,HH,Household,U,RD06,,629 Fanciness Uniformed Passage,,,Relation Town,EA7 3NY,-98.5955,-52.5985,E83511110,E92912742,W68140906,E44533823,W35787827,3,5,HH_QFNR1W,,,0,0,6
12818366432,67695581210,HH,Household,U,RD06,,837 Finless Knee Road,,,Trapping Town,IN5 7ZM,24.7165,81.9134,N84623670,E40683751,W45720930,E77868115,E29718881,1,2,HH_QFNR1W,,,0,0,6
54547174433,11683543402,HH,Household,U,RD05,,39 Spectacle Slurp Alley,,,Patio Hamlet,HN3 4HX,-179.8958,-38.1458,N89041511,W28299496,N62040949,N61124833,N48719894,4,2,HH_QFNR1W,,,0,0,70
76561972748,72405753151,HH,Household,U,RD03,,317 Colonist Recliner Lane,,,Utility Town,JO2 8AG,-68.2878,-6.4542,W58150991,N54438616,E12565807,E51807698,E59365289,5,1,HH_QFNR1W,,,0,0,72
17698712423,52273921148,HH,Household,U,RD04,,384 Facial Vicinity Passage,,,Throwaway Village,TN9 5MR,-96.1031,98.3320,N65073246,E14183211,W90897249,W39099071,W65713457,2,5,HH_QFNR1W,,,0,0,20
79293466586,90400651871,HH,Household,U,RD02,,116 Very Proposal Lane,,,Overload Hamlet,JW6 7BD,-145.6418,180.7982,E14864004,N86679913,N13089736,W12873424,E28013536,1,4,HH_QFNR1W,,,0,0,32
72455247940,74065781922,HH,Household,U,RD04,,268 Audition Gilled Way,,,Pesky Village,ST3 6QN,57.4641,140.2379,E56379059,N12633243,N33944698,W39312033,W82263579,5,2,HH_QFNR1W,,,0,0,88
86428059348,56023977892,HH,Household,U,RD05,,225 Subplot Depraved Street,,,Lather Village,VR6 7JO,82.1661,167.1338,E13154326,N26260000,W79363678,E58107383,W25101659,5,2,HH_QFNR1W,,,0,0,12
24921281591,86632727763,HH,Household,U,RD06,,54 Flail Hubcap Lane,,,Unless Town,IZ5 2CU,-135.7036,44.6760,N92134919,N95827839,E99296787,N12404426,E77116212,1,3,HH_QFNR1W,,,0,0,27
75956813691,96268762704,HH,Household,U,RD04,,580 Unripe Antidote Alley,,,Spearfish Town,BD1 4MD,-16.6126,-110.4731,E42505580,N32525618,W77032624,W16288589,W87794686,5,1,HH_QFNR1W,,,0,0,29
32598294960,69789555232,HH,Household,U,RD02,,943 Displease Tumbling Way,,,Hardcopy Hamlet,NE1 2IJ,6.8978,-96.5889,N50363590,W55014181,W70487945,N92207359,E24500982,4,2,HH_QFNR1W,,,0,0,47
42026101857,59599007602,HH,Household,U,RD05,,946 Sterilize Rewind Way,,,Consonant City,LH6 8VL,-31.4935,-93.3001,E17442733,W74346991,E22029053,N88649130,E44256191,4,4,HH_QFNR1W,,,0,0,25
19114075187,61791875716,HH,Household,U,RD06,,333 Hacksaw Liftoff Road,,,Growing Village,FK2 8LB,-49.3372,53.1916,E14121258,N43141141,W20616085,N20304156,E85834761,4,3,HH_QFNR1W,,,0,0,89
31424147424,61107212279,HH,Household,U,RD04,,456 Quantum Crucial Way,,,Endurance Town,OO5 7ZL,-173.5181,-139.1446,W57748506,E85862647,N88480066,W53289848,E27292302,2,5,HH_QFNR1W,,,0,0,65
89718040316,20300247525,HH,Household,U,RD03,,437 Object Dyslexia Way,,,Batting Village,EO1 9MD,-50.7218,-85.2568,E68405280,E21052936,N41387107,W68215832,E82161007,1,2,HH_QFNR1W,,,0,0,26
96259276061,61550945149,HH,Household,U,RD03,,172 Lavish Vaporizer Passage,,,Slam Village,OJ3 6GI,26.7737,-74.9811,W72089808,E39612659,N66908673,N20943937,E47149434,3,1,HH_QFNR1W,,,0,0,74
92802814708,91929881738,HH,Household,U,RD04,,816 Exploring Requisite Road,,,Kinsman Village,ZW4 9JQ,-77.3721,-88.9785,N93949719,W14909737,N88128676,E83642880,N31187387,1,4,HH_QFNR1W,,,0,0,88
72186664506,70955486157,HH,Household,U,RD06,,633 Ranch Division Lane,,,Walrus City,XT8 1LD,-7.2373,-68.5257,E41252921,W64539047,E40894652,N43898449,N37427007,3,4,HH_QFNR1W,,,0,0,19
24704289862,54554837376,HH,Household,U,RD02,,747 Conceded Answering Street,,,Dealmaker Town,ZP6 9KD,-176.5749,87.5665,E82107025,W56116521,W78929342,N89797791,W42478894,4,2,HH_QFNR1W,,,0,0,83
70860680990,24606468126,HH,Household,U,RD05,,991 Hunchback Earthly Lane,,,Clinking Village,YG3 2JO,-122.2310,168.1933,N97387701,W45877375,E16261453,N62578692,E65687592,4,3,HH_QFNR1W,,,0,0,72
76838008038,36595342703,HH,Household,U,RD04,,464 Gyration Spousal Way,,,Clip Hamlet,HB3 7SC,-83.2155,149.1861,E35161459,E36912203,W55022549,E89361781,N51426550,5,2,HH_QFNR1W,,,0,0,55
93890588735,28670665670,HH,Household,U,RD04,,551 Hydration Enviable Passage,,,Tying Village,RF4 3JN,126.4598,-42.7236,W63129603,W39970534,E24788925,N67816488,N71195089,3,3,HH_QFNR1W,,,0,0,89
54980066181,57999959634,HH,Household,U,RD03,,484 Tall Desolate Passage,,,Think Hamlet,IC8 5ZF,155.6583,54.5164,W36214341,E21203539,N56506598,N89967116,W34994709,3,3,HH_QFNR1W,,,0,0,47
21071864441,42460259527,HH,Household,U,RD05,,939 Unbaked Amuck Lane,,,Crewless Town,PB1 1WM,-111.7659,133.6802,N15494652,E13760670,E17751765,W71164063,W94523658,3,1,HH_QFNR1W,,,0,0,40
94368712375,12409745868,HH,Household,U,RD02,,527 Pavestone Clad Avenue,,,Mardi Town,AQ4 4IG,17.4540,93.8762,E46076833,W38473337,E86388851,W23558744,N68674200,3,5,HH_QFNR1W,,,0,0,34
74417662836,51895087173,HH,Household,U,RD06,,452 Harmful Favorably Street,,,Careless Town,KW9 7UV,-176.1122,-81.6089,W68752766,E17637958,E33888544,E27895532,W31124483,1,1,HH_QFNR1W,,,0,0,83
74164482975,99620977676,HH,Household,U,RD05,,817 Wieldable Exterior Street,,,Definite City,ZE2 7XG,-9.9391,-72.3450,N99862672,W44697113,E35583126,W60820547,W93206615,3,5,HH_QFNR1W,,,0,0,65
56664023887,12434738700,HH,Household,U,RD06,,321 Cuddle Talcum Avenue,,,Utility Village,UB4 1ZY,138.8165,-156.9163,E68942681,N75654430,W46491252,N67932618,W71591380,5,4,HH_QFNR1W,,,0,0,49
63541016386,48996724385,HH,Household,U,RD03,,434 Foe Broadcast Passage,,,Move Town,JH9 6XK,-47.4584,-111.8423,W11489503,N94731350,E22215089,N91505600,E62322783,4,5,HH_QFNR1W,,,0,0,7
79619899993,92612421239,HH,Household,U,RD05,,980 Semisoft Stamina Lane,,,Impolite Village,QG5 8VE,-76.9893,25.6051,E43392889,E18926573,E62287100,W74828962,W63487556,4,4,HH_QFNR1W,,,0,0,79
60925084561,83521536216,HH,Household,U,RD02,,710 Useable Battle Way,,,Untimely Town,UM4 7TO,156.2550,45.2886,N92992472,W37054917,N93927212,N47111987,W24098845,5,3,HH_QFNR1W,,,0,0,98
76289644823,95965598314,HH,Household,U,RD06,,53 Reemerge Underling Avenue,,,Magnetic City,BB7 6BV,95.3074,159.2646,W29338043,E72740702,W25246226,W88583758,E92964446,1,2,HH_QFNR1W,,,0,0,16
27155400144,25285247677,HH,Household,U,RD03,,21 Uncoiled Education Avenue,,,Parted Town,PV2 2NK,-13.3836,-32.8561,N65272747,E27403942,W46853535,N74156365,E52469055,5,4,HH_QFNR1W,,,0,0,89
55701158924,68097675284,HH,Household,U,RD03,,155 Caddie Diagram Road,,,Parakeet Town,GL5 3ZY,115.6686,38.1196,W82190724,E44381410,W89345715,E25705287,N42544803,5,4,HH_QFNR1W,,,0,0,21
90825518187,53174566923,HH,Household,U,RD02,,201 Maybe Dictator Alley,,,Swept Village,BP9 8NK,9.4809,-89.4406,E98961680,E24990133,E82794856,W25881976,E34902404,3,3,HH_QFNR1W,,,0,0,19
56774430119,14604619468,HH,Household,U,RD05,,774 Splatter Undaunted Alley,,,Tarnish Village,RP5 5HR,114.3259,-18.4914,E73335107,W54050792,N44167683,W35579845,N17137108,1,3,HH_QFNR1W,,,0,0,7
11620385180,28325425960,HH,Household,U,RD03,,450 Turret Slinging Way,,,Wrought Hamlet,HE3 7ER,142.8679,-50.6867,N47306695,E24739606,W10768922,W61455116,E24377489,1,2,HH_QFNR1W,,,0,0,73
63908295985,71502382639,HH,Household,U,RD03,,485 Scarring Backhand Street,,,Sanctuary City,GT3 2CS,-93.5109,60.2274,N16204654,N79738574,E57007624,N81194788,N90876117,2,1,HH_QFNR1W,,,0,0,88
65510039558,90625140326,HH,Household,U,RD02,,153 Driven Squander Avenue,,,Chubby Village,TL3 6OM,111.7281,-27.5688,W69767192,N27964233,W64945517,W96636767,W20523802,3,4,HH_QFNR1W,,,0,0,2
20440584330,81020564403,HH,Household,U,RD04,,677 Blog Spotlight Way,,,Hunter Hamlet,ZN6 4DV,-52.1662,-30.5315,E24165821,N59386789,E69421584,W39213200,N42218940,5,4,HH_QFNR1W,,,0,0,19
51503999604,77018653910,HH,Household,U,RD05,,264 Landmine Crispy Lane,,,Slashing City,XX6 8EC,-87.1835,-22.1347,N35598308,E57273208,N98113812,E71045963,W72309993,4,1,HH_QFNR1W,,,0,0,74
87548861456,83391456363,HH,Household,U,RD02,,889 Deodorant Idiom Way,,,Cane Town,QA8 2TB,86.9921,-68.7568,E75825317,N58054541,N43979120,N83096857,E50605962,5,5,HH_QFNR1W,,,0,0,31
50136700423,28999522022,HH,Household,U,RD03,,612 Starship Roping Street,,,Luminous Hamlet,SU1 3RM,-170.9021,74.9514,W54871773,E74294645,W13149237,E11812778,N77479849,4,5,HH_QFNR1W,,,0,0,28
49280879736,99295303395,HH,Household,U,RD05,,765 Cyclic Expectant Alley,,,Aloof City,BO8 4EY,52.7410,-115.2529,N93489794,W61074609,E66455960,N92495300,N82336563,3,1,HH_QFNR1W,,,0,0,40
90032505246,10869308861,HH,Household,U,RD02,,729 Unharmed Haggler Avenue,,,Iodine City,TO9 8ZC,166.3332,-67.1027,E42145918,E42190376,E75072333,E31652457,W71229953,4,5,HH_QFNR1W,,,0,0,23
54632143586,74849986132,HH,Household,U,RD06,,420 Wreath Arousal Avenue,,,Moonshine Village,AD3 9GW,77.2325,-58.4905,W39339918,E89487249,N11683928,W97908067,N97310745,2,3,HH_QFNR1W,,,0,0,62
46992381170,19655313069,HH,Household,U,RD05,,851 Renegade Unmoral Street,,,Protrude Village,OD2 7ZE,-155.2319,41.5084,W90542763,N96247708,E84766175,E45768540,N18585192,4,4,HH_QFNR1W,,,0,0,56
28290041217,31077057315,HH,Household,U,RD06,,889 Legume Lived Avenue,,,Praising Village,DS4 8RQ,-155.4786,-31.2741,E19048229,W81066029,E64259125,N30616458,W84923013,1,5,HH_QFNR1W,,,0,0,49
97025387485,47138244250,HH,Household,U,RD02,,429 Sustainer Carless Way,,,Follicle Hamlet,HU3 5WY,177.7175,131.2562,N22864856,E24607485,W34814041,N76954314,W15298924,5,4,HH_QFNR1W,,,0,0,35
64932444575,15538391360,HH,Household,U,RD02,,925 Upstate Onto Alley,,,Sizzling Town,ZM3 3OT,42.2624,27.4000,W85806196,E14106674,W84531483,W10870860,W20742200,1,3,HH_QFNR1W,,,0,0,11
31537777237,75002781661,HH,Household,U,RD04,,744 Shack Stratus Way,,,Canning Town,FN3 2CN,137.9449,-87.3164,E70392487,W81071742,N51810721,W33661569,N68499825,3,4,HH_QFNR1W,,,0,0,28
83917488589,83805427006,HH,Household,U,RD02,,673 Staleness Vagrantly Street,,,Happier Hamlet,ZN1 4EK,180.4832,38.8620,N18086418,W62340019,W56548142,E61543821,E47240602,1,4,HH_QFNR1W,,,0,0,62
99638870483,99645760005,HH,Household,U,RD06,,10 Unending Blouse Alley,,,Childcare City,AT3 7ER,-36.4760,43.9703,W24785994,N67125243,E50249898,N21146032,W45758218,1,4,HH_QFNR1W,,,0,0,85
89119799246,98535874114,HH,Household,U,RD02,,921 Wooing Legged Avenue,,,Music Hamlet,BO7 8HN,3.7123,-49.3929,W35743863,N69879161,N66968858,E57725385,E72204106,1,1,HH_QFNR1W,,,0,0,97
67120420726,49859023693,HH,Household,U,RD03,,375 County Reshape Road,,,Speak Hamlet,PA1 2WG,139.5907,-16.7965,E73522411,N24807200,N33820694,N36214135,E79874672,1,3,HH_QFNR1W,,,0,0,36
19094314008,51800697355,HH,Household,U,RD05,,836 Masculine Pelvis Lane,,,Debtor Hamlet,AS5 3QZ,7.6879,96.3363,N76513534,W47513574,W21066847,E97059879,W85827950,2,5,HH_QFNR1W,,,0,0,39
92656177209,12250292583,HH,Household,U,RD05,,655 Armory Paddling Road,,,Paternal Hamlet,II7 4XU,-18.1655,77.3582,N46252794,W58497790,E64125833,E92140735,E12854630,3,2,HH_QFNR1W,,,0,0,52
58060918094,47123404935,HH,Household,U,RD03,,769 Maritime Muppet Alley,,,Fleshed Hamlet,XP7 9OF,-31.7209,-171.6137,E23686405,W25413878,W21105980,W23263201,N39946502,3,3,HH_QFNR1W,,,0,0,26
50753021953,54148560003,HH,Household,U,RD04,,241 Subtract January Way,,,Consult City,KP6 2WM,176.5277,20.6089,E60883123,W13086033,N19642093,E14927872,W31071790,4,2,HH_QFNR1W,,,0,0,41
74627964755,35779324789,HH,Household,U,RD03,,701 Barrel Leotard Road,,,Express Village,TO2 1MA,-56.7734,9.9520,N46000581,N56884507,E32216739,N81773175,W88996207,3,2,HH_QFNR1W,,,0,0,42
96868125674,44819255361,HH,Household,U,RD06,,544 Glass Economic Way,,,Unawake Village,GI7 2TO,44.8513,81.2171,W78090420,W18877956,N95960299,N79853754,W76475465,5,5,HH_QFNR1W,,,0,0,43
51397793761,74911810893,HH,Household,U,RD04,,333 Germless Sadness Lane,,,Bovine Village,EC8 7CC,145.6775,54.6653,E90982054,W44760146,W76362644,N26996090,E76958409,2,2,HH_QFNR1W,,,0,0,77
15118655268,86286929104,HH,Household,U,RD03,,467 Sputter Casualty Street,,,Tricolor Town,CS3 2WX,-34.5596,-16.3475,E92427801,E28922934,W37943221,W59808370,N72553117,1,5,HH_QFNR1W,,,0,0,3
29602576009,86540539869,HH,Household,U,RD02,,606 Comic Oxidize Passage,,,Fox Village,BF2 4AP,-16.9094,-33.8616,E94023383,N27992639,E70674091,N70570401,W14854949,1,3,HH_QFNR1W,,,0,0,8
43227044404,34331913220,HH,Household,U,RD06,,548 Vessel Sterilize Passage,,,Sandpit Town,MZ1 9FX,152.5385,-127.3932,E60644271,N54130452,E23091698,N83740951,W52203305,2,3,HH_QFNR1W,,,0,0,46
58401338469,36252664270,HH,Household,U,RD02,,618 Dramatic Enticing Way,,,Cohesive Village,SF2 9AM,178.2122,-98.3366,W18811508,W90224656,W84982740,N97116937,N81348464,3,3,HH_QFNR1W,,,0,0,74
91502538280,98224135018,HH,Household,U,RD03,,870 Spearfish Angled Street,,,Impart Hamlet,WD9 2YL,-136.1625,82.7115,W72756448,E74369108,N80970123,E93265746,E92821596,4,1,HH_QFNR1W,,,0,0,77
41652696514,75976461205,HH,Household,U,RD02,,192 Habitual Eloquence Passage,,,Backwash Hamlet,LQ4 1BB,-52.1177,-31.8947,N24931900,W76595552,N72640174,N90557013,E50202157,2,4,HH_QFNR1W,,,0,0,68
57714351202,58813821086,HH,Household,U,RD03,,116 Rebalance Cuddle Way,,,Gorged Hamlet,VG8 6EL,-124.9811,71.2503,N24624174,W54857902,N42559454,E35447146,N60997904,3,1,HH_QFNR1W,,,0,0,13
59733180489,82804410895,HH,Household,U,RD05,,596 Buckwheat Revivable Alley,,,Legibly Town,UZ4 4LD,-141.4039,-25.7084,N76777745,W89222552,N49658185,N76786505,N23535871,3,3,HH_QFNR1W,,,0,0,3
31942748214,86871215008,HH,Household,U,RD03,,734 Deforest Afoot Alley,,,Nickname City,BM2 4FZ,6.3803,172.1088,W18395724,N11860764,W63643492,W45899587,N67180165,4,3,HH_QFNR1W,,,0,0,53
75177473746,91589956080,HH,Household,U,RD04,,390 Uneatable Shortcut Passage,,,Hungrily City,SB9 8JO,62.2308,-136.8705,N81743225,W42406139,W74007949,W69557078,W93158642,1,5,HH_QFNR1W,,,0,0,20
93491160858,41390393261,HH,Household,U,RD05,,218 Rewrap Excretory Street,,,Panic City,BV4 5SH,-29.9263,-68.6242,W35466969,W24820198,W78153496,N67986326,W22560813,1,2,HH_QFNR1W,,,0,0,92
28653198127,91902517190,HH,Household,U,RD05,,741 Sprout Relation Avenue,,,Various Hamlet,GE1 4HZ,-52.8638,-60.6806,W48670407,N86568522,W21712961,N61671345,E23287368,3,3,HH_QFNR1W,,,0,0,90
10921532407,68417175852,HH,Household,U,RD02,,290 Coping Factual Avenue,,,Brewing City,MM1 3SP,-52.5582,-172.6351,N54071405,W95990090,W47533246,N73067486,W61135211,3,3,HH_QFNR1W,,,0,0,40
92613272432,99704295077,HH,Household,U,RD02,,888 Confidant Lance Road,,,Unsafe Town,PB3 6YJ,39.6720,-108.4637,E49375901,W85934536,E77366207,W34423932,N32556680,2,2,HH_QFNR1W,,,0,0,64
89901758053,14512109728,HH,Household,U,RD03,,502 Skillet Residence Way,,,Saggy Hamlet,KN1 9UP,-153.9021,-33.8083,N55072803,E93155292,W78861892,E75740698,E60918449,5,3,HH_QFNR1W,,,0,0,57
39142716320,79552604484,HH,Household,U,RD06,,439 Shrewdly Jab Street,,,Polygon Village,NH2 4LH,-127.1190,167.1484,W52390628,W49713750,W54233528,W43716850,E43193551,5,2,HH_QFNR1W,,,0,0,72
14510720266,19704294624,HH,Household,U,RD02,,834 Unopened Prolonged Passage,,,Ivy Village,OZ9 6BW,-14.2098,89.8685,N18641180,E45025417,W37550156,W32838568,W30248702,1,2,HH_QFNR1W,,,0,0,69
32479405014,76477882618,HH,Household,U,RD06,,554 Unearned Ambitious Lane,,,Pajamas Village,CP8 3XZ,-58.3666,-173.2864,W37461451,W64770175,W41522202,E43437901,W11536788,2,4,HH_QFNR1W,,,0,0,69
52592709733,14791984784,HH,Household,U,RD03,,85 Scarf Stifling Street,,,Mongoose Town,IH1 9LM,-150.7587,143.2095,W23072205,W46584460,N17906633,W58283461,W82419351,1,3,HH_QFNR1W,,,0,0,81
88062902468,66096518182,HH,Household,U,RD04,,322 Upwind Provided Passage,,,Upheld Hamlet,QG6 9WB,52.3655,100.1083,E94361744,E16465494,W33276396,E96042484,E52216791,5,4,HH_QFNR1W,,,0,0,99
52075795869,61225047247,HH,Household,U,RD06,,907 Flannels Unmasked Street,,,Scratch Town,VE9 6YI,-38.7176,-114.1912,W56750045,N82826298,N59239921,W41818648,N60635694,5,4,HH_QFNR1W,,,0,0,38
57321310385,39514529430,HH,Household,U,RD04,,291 Retiree Proud Avenue,,,Stitch City,WF6 8SZ,32.6798,1.5819,W53357146,E94735338,W21229877,N98361254,N55053762,1,4,HH_QFNR1W,,,0,0,24
94442441616,23754794779,HH,Household,U,RD03,,284 Anguished Swimmer Lane,,,Survive Hamlet,SX8 4EQ,-52.2639,-136.2041,N38613689,W58683742,N33818495,W14719179,N88863386,4,2,HH_QFNR1W,,,0,0,57
16689660251,85859391135,HH,Household,U,RD02,,418 Flanked Crafter Road,,,Perfume Town,DF1 5GD,143.3436,-154.2172,E30323561,E12449175,E13593450,E95703775,W17265281,2,2,HH_QFNR1W,,,0,0,18
53435542549,80421262788,HH,Household,U,RD03,,593 Magnitude Important Lane,,,Excusable City,TI7 6NU,165.4638,-45.3449,N39541140,W50564275,W49333384,W45617743,E89805402,4,5,HH_QFNR1W,,,0,0,5
34882101560,81646398762,HH,Household,U,RD04,,288 Durably Surfer Lane,,,Variety Town,BD2 8AG,-173.5596,70.9492,W32022342,W29227703,N51018966,W99117223,E45154255,1,2,HH_QFNR1W,,,0,0,59
92097741386,35797820014,HH,Household,U,RD03,,909 Heave Retail Avenue,,,Snowdrift Town,FG1 7RE,-68.8758,-15.7714,N97817957,W25975473,E90923828,W11219011,W65342876,4,1,HH_QFNR1W,,,0,0,14
36254774562,29426810099,HH,Household,U,RD03,,467 Dad Grime Road,,,Gas Hamlet,NR3 7YB,68.9714,-60.5299,E28556192,E60452525,N58751807,W14068780,E88514939,2,4,HH_QFNR1W,,,0,0,77
71085801893,81816592711,HH,Household,U,RD05,,82 Wrongdoer Quack Way,,,Overpower City,CJ6 4ZU,-68.7272,-127.5121,N26749498,E79488610,E23432679,W36577738,E93822771,3,5,HH_QFNR1W,,,0,0,99
40210316809,67326019511,HH,Household,U,RD02,,47 Debate Paparazzi Avenue,,,Chug City,KO9 1IC,-59.4357,27.7805,E44312222,E64862040,N97565934,N85339799,W78908600,2,5,HH_QFNR1W,,,0,0,69
32938721001,44757236261,HH,Household,U,RD03,,840 Feminist Uneasy Way,,,Caloric Hamlet,FK6 3TO,138.9903,-22.7970,E33290054,E76617367,E99263108,E92989314,N66070827,3,4,HH_QFNR1W,,,0,0,40
22338140425,52269146671,HH,Household,U,RD05,,654 Unearned Vacate Street,,,Postage Village,UL6 5ES,-86.3349,-85.1805,W60801391,E13898328,N46534565,W78254135,E32197834,1,1,HH_QFNR1W,,,0,0,57
38427122957,38828877008,HH,Household,U,RD06,,353 Mouth Sublet Road,,,Magnetism Hamlet,YO7 8KZ,-178.6332,-2.6331,E30892075,W43231056,E93294808,E25484841,N82658869,2,3,HH_QFNR1W,,,0,0,30
97149572867,81671544793,HH,Household,U,RD04,,902 Anemic Alibi Avenue,,,Surviving Village,NM3 4BY,137.8792,-164.8795,W23574323,N32629143,E92526709,W68976469,E21623374,2,4,HH_QFNR1W,,,0,0,4
47762720970,84718625959,HH,Household,U,RD02,,101 Massive Splashy Road,,,Buccaneer City,FK5 9VU,-97.4141,-133.6763,W50496428,E96002662,E87343374,W87774443,E53639062,4,3,HH_QFNR1W,,,0,0,12
13817733523,60255604895,HH,Household,U,RD05,,888 Earshot Matador Lane,,,Deplete Town,OS6 3IM,-96.1571,-162.9692,W95392366,E70728077,W87634313,N64531586,N15811236,5,2,HH_QFNR1W,,,0,0,34
95454809843,50010035343,HH,Household,U,RD06,,496 Untold Smuggler Lane,,,Unsliced City,ZB1 7CC,-55.8233,-15.8922,N76463743,W93910891,E44205894,W49516084,E82140459,5,3,HH_QFNR1W,,,0,0,92
29428336810,66746750810,HH,Household,U,RD06,,459 Freeware Easing Way,,,Dazzling City,PA6 7FM,161.9033,-10.6168,N45090197,N87717414,N43706805,E58747616,N72837734,2,3,HH_QFNR1W,,,0,0,34
58154100944,55336348888,HH,Household,U,RD03,,766 Aorta Tightly Lane,,,Imminent Hamlet,EZ1 8RW,118.7825,-164.8717,W18057861,W98875124,N53674591,W34953568,W53973497,4,4,HH_QFNR1W,,,0,0,41
63001667939,31763870852,HH,Household,U,RD02,,79 Elusive Uniquely Avenue,,,Dork Town,UQ7 3WK,-142.7176,85.4620,W19059334,W82073635,W52443040,W36170205,E19256614,5,5,HH_QFNR2E,,,0,0,42
57377372965,75287427573,HH,Household,U,RD02,,462 Maximum Cringe Road,,,Daycare City,LM3 8OP,-175.6143,177.4282,E48171387,W63297820,W79762686,E60328055,N58441253,5,1,HH_QFNR2E,,,0,0,32
81956964734,70534333057,HH,Household,U,RD06,,578 Simmering Unfold Avenue,,,Saddled Town,DP6 1ZF,146.6598,-148.6040,W56161697,E46417939,E69589952,E98281835,N49989951,2,3,HH_QFNR2E,,,0,0,92
31116043374,93879537825,HH,Household,U,RD04,,866 Turkey Ramp Avenue,,,Waking Town,NO2 9BL,99.2146,85.8596,E33215481,N37113035,N49597394,E94599718,N34922466,1,1,HH_QFNR2E,,,0,0,28
96331488036,40725088813,HH,Household,U,RD05,,130 Lunchroom Ideology Lane,,,Unframed Town,ZG5 4ZR,18.6945,116.6812,N31933860,W55373146,E37317397,W58197238,N23890884,5,5,HH_QFNR2E,,,0,0,39
18050830422,28633513426,HH,Household,U,RD06,,338 Headache Wobble Avenue,,,Headstand Village,FL7 2BG,-64.3057,118.8711,W83633194,N36444280,E17988909,W40344318,E98832012,3,1,HH_QFNR2E,,,0,0,21
69721922306,78291717368,HH,Household,U,RD05,,217 Woozy Deceit Way,,,Procedure Village,IL7 3QA,-169.4964,152.1653,E74196418,N12174534,N74803245,N62682150,N51733714,5,3,HH_QFNR2E,,,0,0,22
39856484742,96359110864,HH,Household,U,RD04,,689 Exposure Defy Road,,,Deftly Hamlet,SI2 2ER,169.7411,159.1994,W41149231,W95251939,E78702924,E33856898,E32428619,5,3,HH_QFNR2E,,,0,0,57
13580018542,99216392614,HH,Household,U,RD03,,265 Net Placidly Way,,,Gradually City,OH5 7CP,-82.9660,27.4285,N52458752,N97546583,N67347728,E49163644,W15932561,2,4,HH_QFNR2E,,,0,0,76
12001930677,41555422728,HH,Household,U,RD04,,64 Basin Dispense Street,,,Tanned City,JR9 8RF,-62.6157,-28.2230,W49536587,E99969449,N60823317,W49548024,W70516229,1,3,HH_QFNR2E,,,0,0,26
47612839004,12202849713,HH,Household,U,RD04,,35 Endeared Document Passage,,,Hypnotism Town,BY2 4JX,33.7141,-45.5043,N79778859,E63963439,W20599650,N45511758,W34182010,2,3,HH_QFNR2E,,,0,0,77
87602722752,90963865572,HH,Household,U,RD04,,54 Abrasion Aide Alley,,,Scribing Hamlet,FC4 2KK,-148.4439,-52.2583,W71793561,W12449763,W31071233,N42209386,W54950212,2,5,HH_QFNR2E,,,0,0,67
48254313118,81047405595,HH,Household,U,RD04,,7 Jubilance Transport Street,,,Poser Town,SI8 5BP,-54.4039,2.6079,E79335172,N88731547,N23655191,W10315725,N99795976,2,5,HH_QFNR2E,,,0,0,55
80841790586,91152759835,HH,Household,U,RD02,,349 Power Spilt Road,,,Carol City,LD8 3BL,-123.3865,-169.7118,E36803043,E18626395,N82843688,E87018516,W14563803,2,1,HH_QFNR2E,,,0,0,94
39947334898,70007430696,HH,Household,U,RD03,,967 Siesta Frenzied Passage,,,Thinning Town,SS2 4DH,-32.7792,175.5665,W56238111,W37126745,N83060561,W96850239,N98299711,4,1,HH_QFNR2E,,,0,0,24
34294630698,82387237230,HH,Household,U,RD04,,965 Bullpen Plant Street,,,Gizmo Village,PN7 7SH,108.9415,140.6045,W25410240,W53410959,W74374081,W33915599,W85217358,2,2,HH_QFNR2E,,,0,0,46
14313634252,22741676817,HH,Household,U,RD02,,92 Discount Schilling Street,,,Bloated Hamlet,ZP3 1AJ,-166.2185,125.3886,N13133266,E39491989,W83292524,N80156964,W43559530,1,1,HH_QFNR2E,,,0,0,51
46437086079,97384044801,HH,Household,U,RD05,,322 Dominion Plank Lane,,,Clumsy Village,ED7 9LA,-159.5170,170.9732,W76997903,W85333257,E40836362,W46962530,W22717687,4,2,HH_QFNR2E,,,0,0,65
35493176623,60400271164,HH,Household,U,RD06,,209 Scrap Escalate Lane,,,Brilliant Town,AU1 7IE,-24.4368,20.3153,N93217796,N77389365,E18891580,E41133761,W29300343,4,4,HH_QFNR2E,,,0,0,75
